dataset,prob,run,word,Group,label,block,loss,type,acc,acc_log
ESEN,60-40,5,nulpa,SP-EN,ES-,5,4.622690200805664,prod,0.009826329530787822,-4.622689809182122
ESEN,60-40,5,rutno,SP-EN,ES-,5,4.5205254554748535,prod,0.01088329902323751,-4.52052586446838
ESEN,60-40,5,mimbo,SP-EN,ES-,5,5.368175029754639,prod,0.004662633096781023,-5.368174948193146
ESEN,60-40,5,lesta,SP-EN,ES+,5,4.12289571762085,prod,0.01619753268978466,-4.122896351442805
ESEN,60-40,5,rirbo,SP-EN,ES-,5,5.109149932861328,prod,0.006041219850128051,-5.109149325485251
ESEN,60-40,5,polta,SP-EN,ES+,5,4.411695957183838,prod,0.012134580704000208,-4.4116959930169095
ESEN,60-40,5,tista,SP-EN,ES+,5,5.0079240798950195,prod,0.006684767410300097,-5.007923861808368
ESEN,60-40,5,dumle,SP-EN,ES-,5,4.9785685539245605,prod,0.006883909344866027,-4.978568569681492
ESEN,60-40,5,gunfo,SP-EN,ES-,5,4.242640495300293,prod,0.014369599048078949,-4.242640481293071
ESEN,60-40,5,relta,SP-EN,ES+,5,4.147458553314209,prod,0.01580453108494165,-4.147458602534079
ESEN,60-40,5,bipto,SP-EN,ES-,5,4.677420616149902,prod,0.009302979895808585,-4.677420511241952
ESEN,60-40,5,pusta,SP-EN,ES+,5,4.777738094329834,prod,0.008415013447127877,-4.77773785334565
ESEN,60-40,5,tadmi,SP-EN,ES-,5,6.228933334350586,prod,0.0019715538237765145,-6.228933304092797
ESEN,60-40,5,gurfo,SP-EN,ES-,5,5.184510231018066,prod,0.005602674437354833,-5.18451121714608
ESEN,60-40,5,bulmo,SP-EN,ES-,5,4.628011226654053,prod,0.009774175038283489,-4.628011571732684
ESEN,60-40,5,rerta,SP-EN,ES+,5,5.220726013183594,prod,0.00540340590931818,-5.220725800286849
ESEN,60-40,5,gulbe,SP-EN,ES-,5,5.379571437835693,prod,0.00460979789767485,-5.379571262918343
ESEN,60-40,5,sumne,SP-EN,ES-,5,5.079158306121826,prod,0.006225146433439778,-5.079158313463896
ESEN,60-40,5,dutno,SP-EN,ES-,5,4.392284393310547,prod,0.012372430799137435,-4.3922846042726915
ESEN,60-40,5,denra,SP-EN,ES+,5,5.573665142059326,prod,0.0037965393498892615,-5.573665324584175
ESEN,60-40,5,ranta,SP-EN,ES+,5,5.3160295486450195,prod,0.004912219682052463,-5.316029365592481
ESEN,60-40,5,derdo,SP-EN,ES+,5,5.402931213378906,prod,0.004503361317717225,-5.402931201548545
ESEN,60-40,5,talta,SP-EN,ES+,5,4.665839672088623,prod,0.009411339424039046,-4.6658399950213045
ESEN,60-40,5,mulmo,SP-EN,ES-,5,4.75169563293457,prod,0.008637033626166963,-4.751696085422265
ESEN,60-40,5,larta,SP-EN,ES+,5,5.188462257385254,prod,0.005580582971175462,-5.188462032925012
ESEN,60-40,5,fimbe,SP-EN,ES-,5,5.880543231964111,prod,0.0027932681469804064,-5.880542989831749
ESEN,60-40,5,rimpo,SP-EN,ES-,5,5.139721870422363,prod,0.005859318025718098,-5.139722060029451
ESEN,60-40,5,tunta,SP-EN,ES+,5,4.7137370109558105,prod,0.008971183317040147,-4.713737692209563
ESEN,60-40,5,sonto,SP-EN,ES+,5,5.336358070373535,prod,0.0048133708357991955,-5.336357642844895
ESEN,60-40,5,penra,SP-EN,ES+,5,5.475831985473633,prod,0.004186742381585841,-5.475832322000033
ESEN,60-40,5,sasta,SP-EN,ES+,5,5.429339408874512,prod,0.004385991175889624,-5.429339640869535
ESEN,60-40,5,ronta,SP-EN,ES+,5,4.497891426086426,prod,0.01113244024584028,-4.497891888324679
ESEN,60-40,5,londa,SP-EN,ES+,5,5.045912265777588,prod,0.006435584945104938,-5.045912541505045
ESEN,60-40,5,susbe,SP-EN,ES-,5,5.178487777709961,prod,0.0056365244218372496,-5.178487640687292
ESEN,60-40,5,lenda,SP-EN,ES+,5,5.758854866027832,prod,0.0031547230825966182,-5.758854557808848
ESEN,60-40,5,rulgo,SP-EN,ES-,5,4.976859092712402,prod,0.006895687526230953,-4.976859058968877
ESEN,60-40,5,sulbe,SP-EN,ES-,5,4.57630729675293,prod,0.010292832171213235,-4.576307531708775
ESEN,60-40,5,sutno,SP-EN,ES-,5,6.1876444816589355,prod,0.002054660399322203,-6.187644700494465
ESEN,60-40,5,donte,SP-EN,ES+,5,4.712128639221191,prod,0.008985626566798419,-4.712129026420216
ESEN,60-40,5,dagmo,SP-EN,ES-,5,4.8958234786987305,prod,0.007477749705772117,-4.895823373731941
ESEN,60-40,5,mupto,SP-EN,ES-,5,6.648082256317139,prod,0.001296505979771058,-6.648082340754727
ESEN,60-40,5,respa,SP-EN,ES+,5,5.857570171356201,prod,0.002858181383809645,-5.8575697361945105
ESEN,60-40,5,fosta,SP-EN,ES+,5,5.136332988739014,prod,0.005879207816691108,-5.136333251200369
ESEN,60-40,6,rimpo,SP-EN,ES-,0,3.8827686309814453,reco,0.020593727007508278,-3.8827688694000244
ESEN,60-40,6,donte,SP-EN,ES+,0,3.7630562782287598,reco,0.02321268618106842,-3.7630562782287598
ESEN,60-40,6,nulpa,SP-EN,ES-,0,3.979238986968994,reco,0.01869986392557621,-3.979238986968994
ESEN,60-40,6,dutno,SP-EN,ES-,0,3.8786232471466064,reco,0.020679274573922157,-3.8786232471466064
ESEN,60-40,6,lenda,SP-EN,ES+,0,3.9071261882781982,reco,0.020098179578781128,-3.907125949859619
ESEN,60-40,6,susbe,SP-EN,ES-,0,3.960491418838501,reco,0.01905374601483345,-3.96049165725708
ESEN,60-40,6,ronta,SP-EN,ES+,0,3.9453065395355225,reco,0.01934528350830078,-3.9453065395355225
ESEN,60-40,6,fosta,SP-EN,ES+,0,3.7220046520233154,reco,0.024185435846447945,-3.7220046520233154
ESEN,60-40,6,rerta,SP-EN,ES+,0,3.9852428436279297,reco,0.018587930127978325,-3.9852428436279297
ESEN,60-40,6,londa,SP-EN,ES+,0,3.8041720390319824,reco,0.022277630865573883,-3.8041722774505615
ESEN,60-40,6,sonto,SP-EN,ES+,0,3.867439031600952,reco,0.02091185748577118,-3.867439031600952
ESEN,60-40,6,penra,SP-EN,ES+,0,3.8536839485168457,reco,0.021201487630605698,-3.8536839485168457
ESEN,60-40,6,dumle,SP-EN,ES-,0,3.8623902797698975,reco,0.02101770229637623,-3.8623902797698975
ESEN,60-40,6,tunta,SP-EN,ES+,0,3.8822481632232666,reco,0.02060445211827755,-3.8822481632232666
ESEN,60-40,6,bompu,SP-EN,ES-,0,4.042123317718506,reco,0.017560143023729324,-4.042123317718506
ESEN,60-40,6,rutno,SP-EN,ES-,0,4.214908599853516,reco,0.014773673377931118,-4.214908599853516
ESEN,60-40,6,tadmi,SP-EN,ES-,0,3.963489055633545,reco,0.018996719270944595,-3.963489055633545
ESEN,60-40,6,rirbo,SP-EN,ES-,0,4.023947715759277,reco,0.017882227897644043,-4.023947715759277
ESEN,60-40,6,terta,SP-EN,ES+,0,4.004117965698242,reco,0.018240369856357574,-4.004117965698242
ESEN,60-40,6,perto,SP-EN,ES+,0,4.137900352478027,reco,0.015956314280629158,-4.1379008293151855
ESEN,60-40,6,mimbo,SP-EN,ES-,0,4.249394416809082,reco,0.014272872358560562,-4.249394416809082
ESEN,60-40,6,tista,SP-EN,ES+,0,3.954794406890869,reco,0.019162604585289955,-3.9547946453094482
ESEN,60-40,6,fimbe,SP-EN,ES-,0,4.124927997589111,reco,0.016164660453796387,-4.124927997589111
ESEN,60-40,6,sutno,SP-EN,ES-,0,4.11616325378418,reco,0.016306964680552483,-4.1161627769470215
ESEN,60-40,6,denra,SP-EN,ES+,0,4.202808856964111,reco,0.014953517355024815,-4.202808856964111
ESEN,60-40,6,respa,SP-EN,ES+,0,4.051781177520752,reco,0.01739136502146721,-4.05178165435791
ESEN,60-40,6,gurfo,SP-EN,ES-,0,3.9574501514434814,reco,0.019111786037683487,-3.9574501514434814
ESEN,60-40,6,rulgo,SP-EN,ES-,0,4.380005836486816,reco,0.012525282800197601,-4.380005836486816
ESEN,60-40,6,derdo,SP-EN,ES+,0,4.425098896026611,reco,0.011973027139902115,-4.425098896026611
ESEN,60-40,6,talta,SP-EN,ES+,0,4.065228462219238,reco,0.01715906709432602,-4.065228462219238
ESEN,60-40,6,gulbe,SP-EN,ES-,0,4.27511739730835,reco,0.013910416513681412,-4.27511739730835
ESEN,60-40,6,malga,SP-EN,ES+,0,4.062743186950684,reco,0.01720176823437214,-4.062743186950684
ESEN,60-40,6,bulmo,SP-EN,ES-,0,4.239944934844971,reco,0.014408380724489689,-4.239945411682129
ESEN,60-40,6,dagmo,SP-EN,ES-,0,4.098649501800537,reco,0.01659507304430008,-4.098649501800537
ESEN,60-40,6,lesta,SP-EN,ES+,0,4.448675155639648,reco,0.011694052256643772,-4.448675155639648
ESEN,60-40,6,sulbe,SP-EN,ES-,0,4.360751152038574,reco,0.01276879571378231,-4.360751152038574
ESEN,60-40,6,mupto,SP-EN,ES-,0,4.759949207305908,reco,0.008566046133637428,-4.759949207305908
ESEN,60-40,6,gunfo,SP-EN,ES-,0,4.478751182556152,reco,0.011347576975822449,-4.478751182556152
ESEN,60-40,6,relta,SP-EN,ES+,0,4.405653953552246,reco,0.012208117172122002,-4.405654430389404
ESEN,60-40,6,polta,SP-EN,ES+,0,4.386305809020996,reco,0.012446622364223003,-4.386305809020996
ESEN,60-40,6,pusta,SP-EN,ES+,0,4.552921295166016,reco,0.010536376386880875,-4.552921772003174
ESEN,60-40,6,mulmo,SP-EN,ES-,0,4.392631530761719,reco,0.012368136085569859,-4.392632007598877
ESEN,60-40,6,ripso,SP-EN,ES-,0,4.68756628036499,reco,0.009209072217345238,-4.68756628036499
ESEN,60-40,6,ranta,SP-EN,ES+,0,4.472069263458252,reco,0.011423652991652489,-4.472069263458252
ESEN,60-40,6,sasta,SP-EN,ES+,0,4.282951831817627,reco,0.01380186341702938,-4.282951831817627
ESEN,60-40,6,sumne,SP-EN,ES-,0,4.505653381347656,reco,0.011046366766095161,-4.5056538581848145
ESEN,60-40,6,larta,SP-EN,ES+,0,4.260613918304443,reco,0.01411363109946251,-4.260614395141602
ESEN,60-40,6,bipto,SP-EN,ES-,0,4.134603023529053,reco,0.016009017825126648,-4.134603023529053
ESEN,60-40,6,rirbo,SP-EN,ES-,1,3.5525875091552734,reco,0.02865041047334671,-3.5525875091552734
ESEN,60-40,6,bompu,SP-EN,ES-,1,3.5191643238067627,reco,0.029624182730913162,-3.5191643238067627
ESEN,60-40,6,susbe,SP-EN,ES-,1,3.3681881427764893,reco,0.034452006220817566,-3.3681881427764893
ESEN,60-40,6,respa,SP-EN,ES+,1,3.670727014541626,reco,0.02545795403420925,-3.670727014541626
ESEN,60-40,6,dumle,SP-EN,ES-,1,3.3364036083221436,reco,0.03556463494896889,-3.3364036083221436
ESEN,60-40,6,dutno,SP-EN,ES-,1,3.238051652908325,reco,0.0392402745783329,-3.238051652908325
ESEN,60-40,6,ranta,SP-EN,ES+,1,4.216916084289551,reco,0.014744038693606853,-4.216916561126709
ESEN,60-40,6,gunfo,SP-EN,ES-,1,4.1147966384887695,reco,0.01632925495505333,-4.114797115325928
ESEN,60-40,6,lenda,SP-EN,ES+,1,3.2669928073883057,reco,0.03812089189887047,-3.2669928073883057
ESEN,60-40,6,sulbe,SP-EN,ES-,1,4.025852203369141,reco,0.017848210409283638,-4.025852203369141
ESEN,60-40,6,derdo,SP-EN,ES+,1,4.0075860023498535,reco,0.018177220597863197,-4.0075860023498535
ESEN,60-40,6,rutno,SP-EN,ES-,1,3.700362205505371,reco,0.024714574217796326,-3.700362205505371
ESEN,60-40,6,sonto,SP-EN,ES+,1,3.3677046298980713,reco,0.03446866199374199,-3.3677046298980713
ESEN,60-40,6,relta,SP-EN,ES+,1,4.053384780883789,reco,0.017363499850034714,-4.053384780883789
ESEN,60-40,6,penra,SP-EN,ES+,1,3.313687801361084,reco,0.03638175502419472,-3.313687801361084
ESEN,60-40,6,bulmo,SP-EN,ES-,1,3.838810920715332,reco,0.021519174799323082,-3.838810920715332
ESEN,60-40,6,mimbo,SP-EN,ES-,1,3.687869071960449,reco,0.025025272741913795,-3.687869071960449
ESEN,60-40,6,rerta,SP-EN,ES+,1,3.462043046951294,reco,0.031365614384412766,-3.462043046951294
ESEN,60-40,6,fosta,SP-EN,ES+,1,3.1668105125427246,reco,0.042137786746025085,-3.1668105125427246
ESEN,60-40,6,fimbe,SP-EN,ES-,1,3.602057456970215,reco,0.027267562225461006,-3.602057456970215
ESEN,60-40,6,gulbe,SP-EN,ES-,1,3.8102502822875977,reco,0.02214263752102852,-3.8102502822875977
ESEN,60-40,6,pusta,SP-EN,ES+,1,4.133645057678223,reco,0.016024360433220863,-4.133645057678223
ESEN,60-40,6,perto,SP-EN,ES+,1,3.6220479011535645,reco,0.026727883145213127,-3.6220479011535645
ESEN,60-40,6,larta,SP-EN,ES+,1,3.907431125640869,reco,0.02009204775094986,-3.907431125640869
ESEN,60-40,6,sumne,SP-EN,ES-,1,4.125526428222656,reco,0.016154982149600983,-4.1255269050598145
ESEN,60-40,6,mupto,SP-EN,ES-,1,4.284013748168945,reco,0.013787209056317806,-4.2840142250061035
ESEN,60-40,6,terta,SP-EN,ES+,1,3.5415971279144287,reco,0.028967026621103287,-3.5415971279144287
ESEN,60-40,6,tista,SP-EN,ES+,1,3.552851438522339,reco,0.028642846271395683,-3.552851676940918
ESEN,60-40,6,londa,SP-EN,ES+,1,3.4085469245910645,reco,0.03308924660086632,-3.4085469245910645
ESEN,60-40,6,ronta,SP-EN,ES+,1,3.4580695629119873,reco,0.03149048984050751,-3.4580698013305664
ESEN,60-40,6,dagmo,SP-EN,ES-,1,3.740469455718994,reco,0.023742953315377235,-3.740469455718994
ESEN,60-40,6,nulpa,SP-EN,ES-,1,3.2447550296783447,reco,0.03897811472415924,-3.2447550296783447
ESEN,60-40,6,tunta,SP-EN,ES+,1,3.418367862701416,reco,0.03276586905121803,-3.418367862701416
ESEN,60-40,6,ripso,SP-EN,ES-,1,4.2581610679626465,reco,0.014148297719657421,-4.2581610679626465
ESEN,60-40,6,polta,SP-EN,ES+,1,3.9716501235961914,reco,0.018842313438653946,-3.9716501235961914
ESEN,60-40,6,donte,SP-EN,ES+,1,3.2581493854522705,reco,0.03845950588583946,-3.2581493854522705
ESEN,60-40,6,sasta,SP-EN,ES+,1,3.8784263134002686,reco,0.020683346316218376,-3.8784263134002686
ESEN,60-40,6,denra,SP-EN,ES+,1,3.8356142044067383,reco,0.021588070318102837,-3.8356144428253174
ESEN,60-40,6,talta,SP-EN,ES+,1,3.7237157821655273,reco,0.024144086986780167,-3.7237157821655273
ESEN,60-40,6,rulgo,SP-EN,ES-,1,3.9488866329193115,reco,0.019276149570941925,-3.9488866329193115
ESEN,60-40,6,mulmo,SP-EN,ES-,1,3.930446147918701,reco,0.019634908065199852,-3.9304463863372803
ESEN,60-40,6,tadmi,SP-EN,ES-,1,3.594468116760254,reco,0.02747529372572899,-3.594468116760254
ESEN,60-40,6,sutno,SP-EN,ES-,1,3.7561123371124268,reco,0.023374434560537338,-3.7561123371124268
ESEN,60-40,6,bipto,SP-EN,ES-,1,3.707907199859619,reco,0.024528805166482925,-3.707907199859619
ESEN,60-40,6,malga,SP-EN,ES+,1,3.649353265762329,reco,0.026007940992712975,-3.649353265762329
ESEN,60-40,6,rimpo,SP-EN,ES-,1,3.228771209716797,reco,0.039606139063835144,-3.228771209716797
ESEN,60-40,6,lesta,SP-EN,ES+,1,4.047483444213867,reco,0.01746627688407898,-4.047483444213867
ESEN,60-40,6,gurfo,SP-EN,ES-,1,3.579751968383789,reco,0.027882615104317665,-3.579751968383789
ESEN,60-40,6,bulmo,SP-EN,ES-,2,3.4992709159851074,reco,0.030219411477446556,-3.4992709159851074
ESEN,60-40,6,denra,SP-EN,ES+,2,3.5691568851470947,reco,0.028179608285427094,-3.5691566467285156
ESEN,60-40,6,sulbe,SP-EN,ES-,2,3.7074153423309326,reco,0.024540875107049942,-3.7074151039123535
ESEN,60-40,6,fosta,SP-EN,ES+,2,2.9370486736297607,reco,0.053021978586912155,-2.9370486736297607
ESEN,60-40,6,mulmo,SP-EN,ES-,2,3.6283979415893555,reco,0.02655869536101818,-3.6283981800079346
ESEN,60-40,6,sasta,SP-EN,ES+,2,3.565401077270508,reco,0.028285637497901917,-3.565401077270508
ESEN,60-40,6,rerta,SP-EN,ES+,2,3.2165653705596924,reco,0.040092527866363525,-3.2165653705596924
ESEN,60-40,6,rimpo,SP-EN,ES-,2,3.0066099166870117,reco,0.0494590699672699,-3.0066099166870117
ESEN,60-40,6,londa,SP-EN,ES+,2,3.167982816696167,reco,0.04208841174840927,-3.167982816696167
ESEN,60-40,6,susbe,SP-EN,ES-,2,3.1780812740325928,reco,0.04166552424430847,-3.1780812740325928
ESEN,60-40,6,lesta,SP-EN,ES+,2,3.7712244987487793,reco,0.023023851215839386,-3.7712244987487793
ESEN,60-40,6,ranta,SP-EN,ES+,2,3.8359367847442627,reco,0.02158111147582531,-3.8359367847442627
ESEN,60-40,6,lenda,SP-EN,ES+,2,3.079495429992676,reco,0.04598245397210121,-3.079495429992676
ESEN,60-40,6,pusta,SP-EN,ES+,2,3.762760877609253,reco,0.02321954257786274,-3.762761116027832
ESEN,60-40,6,relta,SP-EN,ES+,2,3.7259490489959717,reco,0.024090223014354706,-3.725949287414551
ESEN,60-40,6,ripso,SP-EN,ES-,2,3.893700122833252,reco,0.020369838923215866,-3.893699884414673
ESEN,60-40,6,penra,SP-EN,ES+,2,3.0825719833374023,reco,0.04584120586514473,-3.0825719833374023
ESEN,60-40,6,larta,SP-EN,ES+,2,3.5809478759765625,reco,0.027849290519952774,-3.5809478759765625
ESEN,60-40,6,donte,SP-EN,ES+,2,3.0414748191833496,reco,0.04776439070701599,-3.0414748191833496
ESEN,60-40,6,ronta,SP-EN,ES+,2,3.2460429668426514,reco,0.03892793878912926,-3.2460429668426514
ESEN,60-40,6,perto,SP-EN,ES+,2,3.285114288330078,reco,0.03743629902601242,-3.2851145267486572
ESEN,60-40,6,derdo,SP-EN,ES+,2,3.672940731048584,reco,0.025401657447218895,-3.672940969467163
ESEN,60-40,6,mimbo,SP-EN,ES-,2,3.3229262828826904,reco,0.03604719787836075,-3.3229260444641113
ESEN,60-40,6,mupto,SP-EN,ES-,2,3.881523370742798,reco,0.02061939425766468,-3.8815231323242188
ESEN,60-40,6,sutno,SP-EN,ES-,2,3.4209063053131104,reco,0.03268279507756233,-3.4209065437316895
ESEN,60-40,6,tunta,SP-EN,ES+,2,3.133965253829956,reco,0.043544791638851166,-3.133965253829956
ESEN,60-40,6,dutno,SP-EN,ES-,2,3.121180772781372,reco,0.044105060398578644,-3.121180772781372
ESEN,60-40,6,rirbo,SP-EN,ES-,2,3.3601462841033936,reco,0.03473017364740372,-3.3601465225219727
ESEN,60-40,6,bipto,SP-EN,ES-,2,3.335050344467163,reco,0.0356127955019474,-3.335050344467163
ESEN,60-40,6,polta,SP-EN,ES+,2,3.6238675117492676,reco,0.026679297909140587,-3.6238672733306885
ESEN,60-40,6,respa,SP-EN,ES+,2,3.4679157733917236,reco,0.031181948259472847,-3.4679160118103027
ESEN,60-40,6,gulbe,SP-EN,ES-,2,3.4528088569641113,reco,0.031656596809625626,-3.4528086185455322
ESEN,60-40,6,dumle,SP-EN,ES-,2,3.1814849376678467,reco,0.04152394458651543,-3.1814849376678467
ESEN,60-40,6,tista,SP-EN,ES+,2,3.2778120040893555,reco,0.037710681557655334,-3.2778120040893555
ESEN,60-40,6,tadmi,SP-EN,ES-,2,3.3038828372955322,reco,0.03674023598432541,-3.3038828372955322
ESEN,60-40,6,gunfo,SP-EN,ES-,2,3.782515048980713,reco,0.02276536449790001,-3.782515048980713
ESEN,60-40,6,sumne,SP-EN,ES-,2,3.786694288253784,reco,0.02267041802406311,-3.786694288253784
ESEN,60-40,6,nulpa,SP-EN,ES-,2,3.0201337337493896,reco,0.0487946942448616,-3.0201337337493896
ESEN,60-40,6,malga,SP-EN,ES+,2,3.280099391937256,reco,0.03762452304363251,-3.2800991535186768
ESEN,60-40,6,dagmo,SP-EN,ES-,2,3.4397690296173096,reco,0.03207208961248398,-3.4397690296173096
ESEN,60-40,6,rulgo,SP-EN,ES-,2,3.633591413497925,reco,0.026421120390295982,-3.633591651916504
ESEN,60-40,6,rutno,SP-EN,ES-,2,3.487182140350342,reco,0.03058694116771221,-3.487182140350342
ESEN,60-40,6,terta,SP-EN,ES+,2,3.2975125312805176,reco,0.03697502613067627,-3.2975125312805176
ESEN,60-40,6,bompu,SP-EN,ES-,2,3.3166441917419434,reco,0.03627436235547066,-3.3166439533233643
ESEN,60-40,6,fimbe,SP-EN,ES-,2,3.2821033000946045,reco,0.03754919767379761,-3.2821033000946045
ESEN,60-40,6,talta,SP-EN,ES+,2,3.433246612548828,reco,0.032281965017318726,-3.433246612548828
ESEN,60-40,6,sonto,SP-EN,ES+,2,3.296602964401245,reco,0.03700866922736168,-3.296603202819824
ESEN,60-40,6,gurfo,SP-EN,ES-,2,3.2547545433044434,reco,0.03859029710292816,-3.2547543048858643
ESEN,60-40,6,dumle,SP-EN,ES-,3,2.90419602394104,reco,0.054792825132608414,-2.90419602394104
ESEN,60-40,6,denra,SP-EN,ES+,3,3.2165884971618652,reco,0.04009160026907921,-3.2165884971618652
ESEN,60-40,6,sutno,SP-EN,ES-,3,3.110119104385376,reco,0.04459564760327339,-3.110119104385376
ESEN,60-40,6,rulgo,SP-EN,ES-,3,3.372934103012085,reco,0.03428887948393822,-3.372934103012085
ESEN,60-40,6,mimbo,SP-EN,ES-,3,2.960019588470459,reco,0.05181790888309479,-2.96001935005188
ESEN,60-40,6,rirbo,SP-EN,ES-,3,3.0683531761169434,reco,0.04649766907095909,-3.0683531761169434
ESEN,60-40,6,gulbe,SP-EN,ES-,3,3.1185338497161865,reco,0.04422195628285408,-3.1185338497161865
ESEN,60-40,6,larta,SP-EN,ES+,3,3.291802167892456,reco,0.037186767905950546,-3.291802167892456
ESEN,60-40,6,perto,SP-EN,ES+,3,2.9675281047821045,reco,0.05143028125166893,-2.9675281047821045
ESEN,60-40,6,sonto,SP-EN,ES+,3,3.0595335960388184,reco,0.04690957069396973,-3.0595335960388184
ESEN,60-40,6,tunta,SP-EN,ES+,3,2.856715202331543,reco,0.05745719000697136,-2.856715202331543
ESEN,60-40,6,terta,SP-EN,ES+,3,2.996508836746216,reco,0.04996118322014809,-2.996508836746216
ESEN,60-40,6,respa,SP-EN,ES+,3,3.167715072631836,reco,0.04209968075156212,-3.167715072631836
ESEN,60-40,6,dagmo,SP-EN,ES-,3,3.141542673110962,reco,0.04321608319878578,-3.141542673110962
ESEN,60-40,6,lesta,SP-EN,ES+,3,3.375147581100464,reco,0.034213073551654816,-3.3751473426818848
ESEN,60-40,6,tadmi,SP-EN,ES-,3,3.0294394493103027,reco,0.04834272712469101,-3.0294394493103027
ESEN,60-40,6,dutno,SP-EN,ES-,3,2.912930727005005,reco,0.054316312074661255,-2.912930727005005
ESEN,60-40,6,fimbe,SP-EN,ES-,3,2.9060022830963135,reco,0.05469394847750664,-2.9060022830963135
ESEN,60-40,6,nulpa,SP-EN,ES-,3,2.7426092624664307,reco,0.06440208852291107,-2.7426092624664307
ESEN,60-40,6,lenda,SP-EN,ES+,3,2.8864753246307373,reco,0.05577244237065315,-2.8864753246307373
ESEN,60-40,6,ronta,SP-EN,ES+,3,3.063898801803589,reco,0.046705249696969986,-3.063898801803589
ESEN,60-40,6,rerta,SP-EN,ES+,3,3.047691822052002,reco,0.047468364238739014,-3.047691822052002
ESEN,60-40,6,penra,SP-EN,ES+,3,2.8830008506774902,reco,0.055966563522815704,-2.8830008506774902
ESEN,60-40,6,bulmo,SP-EN,ES-,3,3.2309529781341553,reco,0.039519816637039185,-3.2309529781341553
ESEN,60-40,6,sulbe,SP-EN,ES-,3,3.4704911708831787,reco,0.03110174648463726,-3.470491409301758
ESEN,60-40,6,talta,SP-EN,ES+,3,3.137998342514038,reco,0.04336952790617943,-3.137998104095459
ESEN,60-40,6,tista,SP-EN,ES+,3,3.0080742835998535,reco,0.04938669875264168,-3.0080740451812744
ESEN,60-40,6,gunfo,SP-EN,ES-,3,3.4533743858337402,reco,0.031638696789741516,-3.4533743858337402
ESEN,60-40,6,pusta,SP-EN,ES+,3,3.480943441390991,reco,0.03077836148440838,-3.480943441390991
ESEN,60-40,6,rimpo,SP-EN,ES-,3,2.827820062637329,reco,0.05914163589477539,-2.827820062637329
ESEN,60-40,6,donte,SP-EN,ES+,3,2.943568706512451,reco,0.05267740413546562,-2.943568706512451
ESEN,60-40,6,sasta,SP-EN,ES+,3,3.224637746810913,reco,0.03977018594741821,-3.224637746810913
ESEN,60-40,6,londa,SP-EN,ES+,3,3.0509979724884033,reco,0.047311682254076004,-3.0509979724884033
ESEN,60-40,6,gurfo,SP-EN,ES-,3,2.937086582183838,reco,0.053019966930150986,-2.937086820602417
ESEN,60-40,6,polta,SP-EN,ES+,3,3.339167356491089,reco,0.035466477274894714,-3.339167356491089
ESEN,60-40,6,bompu,SP-EN,ES-,3,2.995577096939087,reco,0.050007764250040054,-2.995577096939087
ESEN,60-40,6,sumne,SP-EN,ES-,3,3.46634578704834,reco,0.031230945140123367,-3.46634578704834
ESEN,60-40,6,rutno,SP-EN,ES-,3,3.1941158771514893,reco,0.04100276157259941,-3.1941158771514893
ESEN,60-40,6,malga,SP-EN,ES+,3,2.94675874710083,reco,0.052509624511003494,-2.94675874710083
ESEN,60-40,6,susbe,SP-EN,ES-,3,3.043013334274292,reco,0.04769095033407211,-3.043013572692871
ESEN,60-40,6,derdo,SP-EN,ES+,3,3.3629403114318848,reco,0.034633275121450424,-3.3629403114318848
ESEN,60-40,6,fosta,SP-EN,ES+,3,2.9188132286071777,reco,0.05399773642420769,-2.9188132286071777
ESEN,60-40,6,ranta,SP-EN,ES+,3,3.6026065349578857,reco,0.027252592146396637,-3.6026065349578857
ESEN,60-40,6,bipto,SP-EN,ES-,3,3.0498952865600586,reco,0.04736388474702835,-3.0498952865600586
ESEN,60-40,6,relta,SP-EN,ES+,3,3.481031894683838,reco,0.030775636434555054,-3.481031894683838
ESEN,60-40,6,mulmo,SP-EN,ES-,3,3.2626264095306396,reco,0.038287702947854996,-3.2626264095306396
ESEN,60-40,6,ripso,SP-EN,ES-,3,3.6072018146514893,reco,0.027127651497721672,-3.6072018146514893
ESEN,60-40,6,mupto,SP-EN,ES-,3,3.563875436782837,reco,0.028328826650977135,-3.563875436782837
ESEN,60-40,6,ranta,SP-EN,ES+,4,3.4431777000427246,reco,0.03196295350790024,-3.4431777000427246
ESEN,60-40,6,gurfo,SP-EN,ES-,4,2.650461435317993,reco,0.07061861455440521,-2.650461435317993
ESEN,60-40,6,sulbe,SP-EN,ES-,4,3.1849656105041504,reco,0.041379667818546295,-3.1849656105041504
ESEN,60-40,6,dagmo,SP-EN,ES-,4,2.8320493698120117,reco,0.058892037719488144,-2.8320493698120117
ESEN,60-40,6,rulgo,SP-EN,ES-,4,3.0312108993530273,reco,0.048257168382406235,-3.0312108993530273
ESEN,60-40,6,penra,SP-EN,ES+,4,2.6072793006896973,reco,0.07373489439487457,-2.607279062271118
ESEN,60-40,6,ripso,SP-EN,ES-,4,3.3923983573913574,reco,0.03362792730331421,-3.3923983573913574
ESEN,60-40,6,mimbo,SP-EN,ES-,4,2.646304130554199,reco,0.07091282308101654,-2.64630389213562
ESEN,60-40,6,mulmo,SP-EN,ES-,4,2.9900355339050293,reco,0.050285644829273224,-2.9900355339050293
ESEN,60-40,6,relta,SP-EN,ES+,4,3.227832555770874,reco,0.03964332863688469,-3.227832555770874
