data,label,freq,split,len
sabroso,ESP,3.269925,train,7
trigo,ESP,4.360636,train,5
popa,ESP,3.690747,train,4
puntuacion,ESP,3.8362580000000004,train,10
deduccion,ESP,3.5617629999999996,train,9
tanino,ESP,2.635621,train,6
fragoso,ESP,2.696461,train,7
ardid,ESP,3.1039470000000002,train,5
convocar,ESP,3.986132,train,8
favor,ESP,5.286156,train,5
iniciador,ESP,3.279668,train,9
plantacion,ESP,3.5391199999999996,train,10
centella,ESP,2.84015,train,8
electoral,ESP,4.907830000000001,train,9
endiablada,ESP,2.690747,train,10
piragua,ESP,2.801805,train,7
celebrante,ESP,2.4894939999999997,train,10
guiado,ESP,3.61898,train,6
patan,ESP,2.684957,train,5
ratero,ESP,2.654785,train,6
penique,ESP,2.981592,train,7
gaelica,ESP,2.375093,train,7
pretor,ESP,2.946339,train,6
casulla,ESP,2.679087,train,7
neumatico,ESP,3.14926,train,9
dimorfismo,ESP,2.91831,train,10
tunel,ESP,4.165947,train,5
apaciguar,ESP,3.2210400000000003,train,9
rufian,ESP,2.983062,train,6
destierro,ESP,3.7445120000000003,train,9
relajar,ESP,3.0972310000000003,train,7
pana,ESP,2.8128,train,4
funebre,ESP,3.7215529999999997,train,7
manar,ESP,2.579956,train,5
examinador,ESP,2.657898,train,10
dimension,ESP,4.57791,train,9
sarria,ESP,2.774221,train,6
brutalidad,ESP,3.563309,train,10
propender,ESP,2.386831,train,9
factoria,ESP,3.565617,train,8
amerindia,ESP,2.9447389999999998,train,9
herreria,ESP,3.129818,train,8
lagartija,ESP,3.1735830000000003,train,9
monocordio,ESP,2.4894939999999997,train,10
plebiscito,ESP,3.5705760000000004,train,10
descarte,ESP,2.928411,train,8
acustico,ESP,3.5148,train,8
prometida,ESP,3.7406839999999995,train,9
reventa,ESP,2.7928029999999997,train,7
bahia,ESP,4.377466,train,5
prima,ESP,4.362906,train,5
cueva,ESP,4.571523,train,5
doctrinal,ESP,3.3253510000000004,train,9
gesto,ESP,4.509899,train,5
decimo,ESP,3.949996,train,6
vecino,ESP,4.5085440000000006,train,6
centenario,ESP,4.092923000000001,train,10
irascible,ESP,3.1039470000000002,train,9
unguento,ESP,2.893787,train,8
azor,ESP,2.7621900000000004,train,4
rebajar,ESP,3.772318,train,7
debutar,ESP,3.496747,train,7
alcahuete,ESP,2.545193,train,9
popular,ESP,5.219978,train,7
chubasco,ESP,3.092695,train,8
gimnasio,ESP,3.721285,train,8
proverbial,ESP,3.061998,train,10
juvenal,ESP,2.893787,train,7
amazona,ESP,3.11383,train,7
leviatan,ESP,2.817122,train,8
encasillar,ESP,2.4093970000000002,train,10
agridulce,ESP,2.9859869999999997,train,9
rebeldia,ESP,3.70378,train,8
fluor,ESP,2.858123,train,5
cobijar,ESP,2.43605,train,7
vero,ESP,3.093833,train,4
capita,ESP,3.691322,train,6
botiquin,ESP,2.757283,train,8
entrada,ESP,5.039606,train,7
naipe,ESP,2.702102,train,5
ruin,ESP,3.3648599999999997,train,4
aderezo,ESP,2.865879,train,7
inherente,ESP,3.718596,train,9
sedente,ESP,2.4660130000000002,train,7
caiman,ESP,3.203735,train,6
integrar,ESP,4.139034,train,8
ahorcado,ESP,3.3206559999999996,train,8
gratis,ESP,3.86703,train,6
prestigio,ESP,4.340559,train,9
humareda,ESP,3.0432490000000003,train,8
anemia,ESP,3.3233449999999998,train,6
solio,ESP,2.690747,train,5
cuantico,ESP,3.257625,train,8
peluche,ESP,3.028966,train,7
berenjena,ESP,2.713167,train,9
acodado,ESP,2.392584,train,7
tejido,ESP,4.238171,train,6
sabotaje,ESP,3.3959989999999998,train,8
cha,ESP,3.5472,train,3
dragon,ESP,4.170068,train,6
armadillo,ESP,2.921703,train,9
vitreo,ESP,2.528804,train,6
apicultura,ESP,3.203735,train,10
alimoche,ESP,2.4660130000000002,train,8
ambito,ESP,5.121791,train,6
bonilla,ESP,3.513071,train,7
cuatrienio,ESP,2.484897,train,10
supresor,ESP,2.456252,train,8
mapache,ESP,2.696461,train,7
nomo,ESP,2.8772580000000003,train,4
endiablado,ESP,2.5945549999999997,train,10
especie,ESP,5.0687120000000006,train,7
nubio,ESP,2.425585,train,5
hidalga,ESP,2.6516490000000004,train,7
quena,ESP,2.842184,train,5
rodada,ESP,3.5431790000000003,train,6
rearme,ESP,2.972668,train,6
almoravide,ESP,2.7621900000000004,train,10
morbido,ESP,2.629041,train,7
ardoroso,ESP,2.6189810000000002,train,8
wolframio,ESP,2.461161,train,9
redondez,ESP,3.096101,train,8
ingreso,ESP,4.4334050000000005,train,7
registrar,ESP,3.909015,train,9
esposo,ESP,4.400455,train,6
porcentaje,ESP,4.545475,train,10
chirriar,ESP,2.902705,train,8
espinel,ESP,2.61214,train,7
malignidad,ESP,2.9526790000000003,train,10
voladizo,ESP,2.59813,train,8
fagot,ESP,2.836052,train,5
socratico,ESP,2.392584,train,9
dentada,ESP,2.734486,train,7
audaz,ESP,3.73083,train,5
infante,ESP,4.03798,train,7
pibe,ESP,3.086958,train,4
saborear,ESP,3.2920870000000004,train,8
tanda,ESP,3.393155,train,5
salero,ESP,2.635621,train,6
distancia,ESP,4.917594,train,9
nulo,ESP,3.706839,train,4
prorroga,ESP,3.846224,train,8
genital,ESP,3.322003,train,7
quintana,ESP,4.085686,train,8
oficina,ESP,4.7118269999999995,train,7
remitido,ESP,3.737854,train,8
coseno,ESP,2.731878,train,6
anomalia,ESP,3.48812,train,8
tanga,ESP,2.684957,train,5
corinto,ESP,3.4442440000000003,train,7
eslovaca,ESP,3.2978110000000003,train,8
peregrino,ESP,3.6532199999999997,train,9
fabril,ESP,3.0728720000000003,train,6
nana,ESP,3.4115910000000005,train,4
listo,ESP,4.105942,train,5
tablada,ESP,2.900936,train,7
crucificar,ESP,2.375093,train,10
cremacion,ESP,2.723958,train,9
facies,ESP,2.549197,train,6
zamarra,ESP,2.451289,train,7
monegasco,ESP,2.6051919999999997,train,9
orinar,ESP,2.977153,train,6
metafora,ESP,3.816261,train,8
victoriosa,ESP,3.293525,train,10
crisalida,ESP,2.579956,train,9
curacion,ESP,3.884314,train,8
virulencia,ESP,3.0972310000000003,train,10
flagrante,ESP,3.449789,train,9
cardiaco,ESP,3.244967,train,8
paso,ESP,5.35542,train,4
finalmente,ESP,5.201328,train,10
tumulto,ESP,3.6677129999999996,train,7
anticipo,ESP,3.330656,train,8
berceo,ESP,2.7928029999999997,train,6
enceguecer,ESP,2.702102,train,10
comprobar,ESP,4.45069,train,9
zozobra,ESP,3.189377,train,7
denso,ESP,3.7427300000000003,train,5
bulliciosa,ESP,2.8214,train,10
imperfecto,ESP,3.363028,train,10
refino,ESP,2.781283,train,6
morera,ESP,2.998909,train,6
empunar,ESP,2.931726,train,7
castigar,ESP,3.949521,train,8
tercia,ESP,2.998909,train,6
ballenero,ESP,2.729254,train,9
concertino,ESP,2.635621,train,10
atemorizar,ESP,2.679087,train,10
fallera,ESP,2.5945549999999997,train,7
propina,ESP,3.159153,train,7
pelo,ESP,4.54334,train,4
ampliacion,ESP,4.860737,train,10
enigmatico,ESP,3.269166,train,10
atril,ESP,2.827741,train,5
datacion,ESP,3.328011,train,8
tematico,ESP,3.510901,train,8
pituitaria,ESP,2.520371,train,10
rosa,ESP,4.777319,train,4
bala,ESP,3.990625,train,4
oropel,ESP,2.6189810000000002,train,6
recobro,ESP,2.4093970000000002,train,7
vara,ESP,3.809093,train,4
doria,ESP,3.165947,train,5
japones,ESP,4.486742,train,7
injuria,ESP,3.38741,train,7
coordinar,ESP,3.989325,train,9
cigarra,ESP,2.66099,train,7
energico,ESP,3.61694,train,8
sarten,ESP,3.229441,train,6
pitillo,ESP,2.667106,train,7
corporeo,ESP,2.831916,train,8
carnoso,ESP,2.806236,train,7
resorte,ESP,3.432936,train,7
ocre,ESP,3.083479,train,4
caldea,ESP,2.90971,train,6
dictadura,ESP,4.482256,train,9
recelar,ESP,2.572468,train,7
estornudo,ESP,2.9447389999999998,train,9
cardal,ESP,2.778942,train,6
asfixia,ESP,3.369705,train,7
minucioso,ESP,3.479318,train,9
paraguay,ESP,4.4186440000000005,train,8
tarjeta,ESP,4.290211,train,7
inesperado,ESP,3.8298330000000003,train,10
cortesania,ESP,2.4660130000000002,train,10
yucateca,ESP,2.480253,train,8
corunesa,ESP,2.676123,train,8
cafetero,ESP,2.907969,train,8
bobina,ESP,3.257625,train,6
infierno,ESP,4.35219,train,8
entarimado,ESP,2.528804,train,10
abuso,ESP,4.183868,train,5
extremoso,ESP,2.456252,train,9
esquimal,ESP,2.757283,train,8
retumbante,ESP,2.441189,train,10
florin,ESP,2.516091,train,6
potrero,ESP,3.3774660000000005,train,7
bemol,ESP,3.45079,train,5
inundado,ESP,3.156209,train,8
mecedora,ESP,2.5873169999999996,train,8
raptor,ESP,2.729254,train,6
teatral,ESP,4.209261,train,7
simbolista,ESP,2.788232,train,10
ordinaria,ESP,3.871606,train,9
azotea,ESP,3.282622,train,6
afluencia,ESP,3.7447660000000003,train,9
reductora,ESP,2.4894939999999997,train,9
mancilla,ESP,2.739657,train,8
loa,ESP,3.269166,train,3
champinon,ESP,2.7076700000000002,train,9
hoyito,ESP,2.744766,train,6
favorable,ESP,4.458664,train,9
peligroso,ESP,4.347207,train,9
alcalino,ESP,2.590951,train,8
paloma,ESP,4.108697,train,6
saldo,ESP,3.756789,train,5
ferreo,ESP,3.12772,train,6
concrecion,ESP,3.4779120000000003,train,10
pase,ESP,4.427539,train,4
escucho,ESP,3.571712,train,7
golf,ESP,4.073944,train,4
pulsar,ESP,3.259182,train,6
egipcia,ESP,3.845419,train,7
zarina,ESP,2.819266,train,6
dificultar,ESP,3.4191809999999996,train,10
pesadez,ESP,3.244164,train,7
intrusismo,ESP,2.425585,train,10
consenso,ESP,4.53238,train,8
ultimatum,ESP,3.352503,train,9
funicular,ESP,2.852214,train,9
bragueta,ESP,2.507405,train,8
brasilero,ESP,3.091554,train,9
graderia,ESP,2.6421040000000002,train,8
marcar,ESP,4.1556169999999995,train,6
entremes,ESP,2.879126,train,8
horadada,ESP,2.710427,train,8
trepidante,ESP,2.819266,train,10
exagerado,ESP,3.6267150000000004,train,9
enrejado,ESP,2.8502259999999997,train,8
pregonar,ESP,2.721285,train,8
entre,ESP,6.277737,train,5
abadia,ESP,3.8887120000000004,train,6
quietismo,ESP,2.461161,train,9
pernoctar,ESP,2.788232,train,9
cremallera,ESP,2.8697049999999997,train,10
adobe,ESP,3.637577,train,5
curriculum,ESP,3.126667,train,10
miranda,ESP,4.1662349999999995,train,7
sobaco,ESP,2.494042,train,6
tonico,ESP,2.819266,train,6
revolcon,ESP,2.441189,train,8
emision,ESP,4.420309,train,7
traidor,ESP,3.837286,train,7
catalan,ESP,4.696972,train,7
sudeste,ESP,4.1490599999999995,train,7
chupete,ESP,2.5945549999999997,train,7
bambu,ESP,3.380415,train,5
ascetico,ESP,2.8235240000000004,train,8
mal,ESP,5.297171,train,3
manana,ESP,5.392995,train,6
exhorto,ESP,2.916604,train,7
espina,ESP,3.8000190000000003,train,6
coqueta,ESP,3.3512480000000004,train,7
novedoso,ESP,3.443228,train,8
himno,ESP,4.1893769999999995,train,5
deplorable,ESP,3.443228,train,10
dolorosa,ESP,3.899694,train,8
demoledora,ESP,2.749816,train,10
repugnante,ESP,3.662833,train,10
soltar,ESP,3.699854,train,6
brillante,ESP,4.499615,train,9
epiteto,ESP,3.20019,train,7
aberrante,ESP,2.906222,train,9
calleja,ESP,3.4467730000000003,train,7
redondo,ESP,4.086727,train,7
coloracion,ESP,3.517808,train,10
citoplasma,ESP,3.112743,train,10
buscarla,ESP,3.463593,train,8
tortuga,ESP,3.7508190000000003,train,7
eremita,ESP,2.7370799999999997,train,7
atascado,ESP,2.827741,train,8
innovar,ESP,3.20019,train,7
ovoide,ESP,2.731878,train,6
escoto,ESP,2.75232,train,6
lisiado,ESP,2.6878610000000003,train,7
corroborar,ESP,3.1181520000000003,train,10
pucho,ESP,2.61214,train,5
guarnicion,ESP,3.856555,train,10
acarrear,ESP,3.4229279999999997,train,8
industrial,ESP,4.826522,train,10
pesimismo,ESP,3.646584,train,9
pelaje,ESP,3.7587610000000002,train,6
arriba,ESP,4.838413,train,6
punico,ESP,2.6051919999999997,train,6
vicariato,ESP,2.9526790000000003,train,9
reportera,ESP,2.9558150000000003,train,9
sexteto,ESP,2.9558150000000003,train,7
exhumacion,ESP,2.7928029999999997,train,10
ciencia,ESP,5.025826,train,7
obturacion,ESP,2.461161,train,10
cabestro,ESP,2.664059,train,8
camorra,ESP,3.179223,train,7
menguado,ESP,2.8772580000000003,train,8
senuelo,ESP,2.991777,train,7
granjero,ESP,3.258404,train,8
habeas,ESP,2.4755580000000004,train,6
ceguera,ESP,3.581808,train,7
cirilico,ESP,3.010081,train,8
homunculo,ESP,2.696461,train,9
siguiente,ESP,5.316209,train,9
pujanza,ESP,3.2133380000000002,train,7
grosso,ESP,3.443736,train,6
cenicienta,ESP,3.3159089999999996,train,10
colon,ESP,3.3885650000000003,train,5
espurio,ESP,2.41486,train,7
tartamudo,ESP,2.632344,train,9
cadmio,ESP,3.1649830000000003,train,6
tambien,ESP,6.311215,train,7
confesado,ESP,3.398825,train,9
reo,ESP,4.166332,train,3
olivar,ESP,3.3744980000000004,train,6
bario,ESP,2.6516490000000004,train,5
coma,ESP,4.008838,train,4
amerindio,ESP,2.91831,train,9
suelto,ESP,3.605892,train,6
alano,ESP,2.498542,train,5
orden,ESP,5.424576999999999,train,5
asa,ESP,3.386831,train,3
farandula,ESP,3.0141970000000002,train,9
nivelar,ESP,2.690747,train,7
ascetica,ESP,2.880986,train,8
despacio,ESP,4.159055,train,8
grafico,ESP,4.203558999999999,train,7
insolente,ESP,3.3885650000000003,train,9
fijamente,ESP,3.7399139999999997,train,9
oboe,ESP,3.2949589999999995,train,4
poblana,ESP,2.6516490000000004,train,7
fragmento,ESP,3.9520489999999997,train,9
agujero,ESP,4.178101,train,7
trozo,ESP,4.130027,train,5
paca,ESP,2.963556,train,4
godo,ESP,2.984526,train,4
solana,ESP,4.0881110000000005,train,6
flotante,ESP,3.6664980000000003,train,8
conocedora,ESP,2.710427,train,10
rastrera,ESP,2.921703,train,8
nata,ESP,3.398261,train,4
cole,ESP,3.679383,train,4
disputa,ESP,4.359281,train,7
anarquismo,ESP,3.620335,train,10
variar,ESP,3.927911,train,6
rumana,ESP,3.5840199999999998,train,6
confianza,ESP,4.944755000000001,train,9
persuasivo,ESP,2.7621900000000004,train,10
sablazo,ESP,2.451289,train,7
mugido,ESP,2.911444,train,6
deudora,ESP,2.6189810000000002,train,7
eslavo,ESP,3.2244200000000003,train,6
turbulenta,ESP,3.0728720000000003,train,10
propugnar,ESP,2.8214,train,9
andrajoso,ESP,2.601675,train,9
vivacidad,ESP,3.1649830000000003,train,9
vigilia,ESP,3.520796,train,7
homenaje,ESP,4.570119999999999,train,8
secuestrar,ESP,3.3048620000000004,train,10
sosa,ESP,3.66589,train,4
jueza,ESP,3.1319060000000003,train,5
diezmo,ESP,3.054595,train,6
jerga,ESP,3.6006150000000003,train,5
ductil,ESP,2.8462240000000003,train,6
patrocinio,ESP,3.7962010000000004,train,10
chileno,ESP,4.55039,train,7
amanecer,ESP,4.098132,train,8
interin,ESP,2.8502259999999997,train,7
rompeolas,ESP,2.502996,train,9
escotilla,ESP,3.126667,train,9
compungido,ESP,3.1245540000000003,train,10
fija,ESP,4.464514,train,4
oriol,ESP,3.3332839999999995,train,5
disponible,ESP,4.492183,train,10
trapecio,ESP,3.0087,train,8
balneario,ESP,3.813017,train,9
empeine,ESP,2.6516490000000004,train,7
selvatico,ESP,2.75232,train,9
inmadura,ESP,2.590951,train,8
cucaracha,ESP,3.612485,train,9
respetuoso,ESP,3.603789,train,10
temario,ESP,2.806236,train,7
soba,ESP,3.328674,train,4
aislar,ESP,3.6352949999999997,train,6
resonador,ESP,2.446268,train,9
carburador,ESP,2.778942,train,10
calmante,ESP,2.682032,train,8
motor,ESP,4.692842,train,5
insomne,ESP,2.601675,train,7
afiliar,ESP,2.461161,train,7
maravedi,ESP,2.451289,train,8
desamparo,ESP,3.2971,train,9
aliar,ESP,2.7928029999999997,train,5
armadura,ESP,4.042482,train,8
empleo,ESP,5.104768,train,6
dudar,ESP,3.958618,train,5
modulador,ESP,2.557093,train,9
patrona,ESP,4.065532,train,7
manco,ESP,3.540341,train,5
aldabonazo,ESP,2.4308490000000003,train,10
boletin,ESP,4.00662,train,7
ras,ESP,3.600261,train,3
tipificar,ESP,2.541153,train,9
botadura,ESP,2.502996,train,8
aviar,ESP,3.57209,train,5
destete,ESP,2.484897,train,7
balancear,ESP,2.6516490000000004,train,9
uniforme,ESP,4.4847589999999995,train,8
brutal,ESP,4.057077,train,6
cantiga,ESP,2.470812,train,7
azotada,ESP,3.031598,train,7
animosidad,ESP,3.031598,train,10
tumultuoso,ESP,2.801805,train,10
equino,ESP,2.921703,train,6
incidental,ESP,3.115996,train,10
abreviado,ESP,3.489951,train,9
septimo,ESP,4.25957,train,7
icosaedro,ESP,2.721285,train,9
mutilar,ESP,2.6051919999999997,train,7
guerrilla,ESP,4.268026,train,9
escudero,ESP,3.8194800000000004,train,8
deshecho,ESP,3.383926,train,8
naranjo,ESP,3.4944940000000004,train,7
castor,ESP,3.164017,train,6
camionero,ESP,3.258404,train,9
onice,ESP,2.696461,train,5
laboreo,ESP,2.528804,train,7
detectar,ESP,4.069037000000001,train,8
espliego,ESP,2.590951,train,8
pasajera,ESP,3.260733,train,8
traba,ESP,3.310421,train,5
modelo,ESP,5.13566,train,6
garnacha,ESP,2.729254,train,8
llaga,ESP,3.263049,train,5
bienvenido,ESP,3.61283,train,10
pensativo,ESP,3.555525,train,9
tenor,ESP,4.109685,train,5
sindrome,ESP,4.071437,train,8
chiva,ESP,2.75232,train,5
defectuoso,ESP,3.16013,train,10
bractea,ESP,2.392584,train,7
conejera,ESP,3.488578,train,8
pintada,ESP,3.7247559999999997,train,7
desliz,ESP,3.282622,train,6
rodero,ESP,2.446268,train,6
cobertor,ESP,2.625714,train,8
intrepidez,ESP,2.8214,train,10
enterar,ESP,3.347461,train,7
contraste,ESP,4.254417,train,9
lusa,ESP,2.930071,train,4
fabricante,ESP,4.1056099999999995,train,10
portadora,ESP,3.240935,train,9
nutria,ESP,3.974617,train,6
ataud,ESP,3.567531,train,5
inoxidable,ESP,3.163048,train,10
filtrar,ESP,3.0846419999999997,train,7
jubileo,ESP,3.356868,train,7
atrocidad,ESP,3.057077,train,9
tac,ESP,3.489494,train,3
natal,ESP,4.387757,train,5
fugaz,ESP,3.581438,train,5
sabino,ESP,3.328674,train,6
mandatario,ESP,3.8395379999999997,train,10
papado,ESP,3.457239,train,6
sublevar,ESP,2.629041,train,8
esfera,ESP,4.380708,train,6
omiso,ESP,3.578841,train,5
sagacidad,ESP,3.3131739999999996,train,9
propuesta,ESP,5.363737,train,9
arrianismo,ESP,2.817122,train,10
abraxas,ESP,2.392584,train,7
geofisica,ESP,2.676123,train,9
neumonia,ESP,3.3378449999999997,train,8
panuelo,ESP,4.036684999999999,train,7
anochecer,ESP,3.7117989999999996,train,9
irracional,ESP,3.6484910000000004,train,10
liturgica,ESP,3.112743,train,9
acelerar,ESP,4.0515989999999995,train,8
fraseo,ESP,2.679087,train,6
paradero,ESP,3.815614,train,8
horcajadas,ESP,2.6701330000000003,train,10
dispersa,ESP,3.4908629999999996,train,8
jaula,ESP,3.8093120000000003,train,5
burlona,ESP,3.4381129999999995,train,7
bolsillo,ESP,4.278034,train,8
apresurado,ESP,3.3083449999999996,train,10
rustica,ESP,3.4492879999999997,train,7
cardenal,ESP,4.456894,train,8
trillo,ESP,3.682325,train,6
dormido,ESP,4.079972,train,7
indiscreto,ESP,2.921703,train,10
halagar,ESP,2.819266,train,7
generico,ESP,3.6267150000000004,train,8
calvario,ESP,3.737596,train,8
pilotar,ESP,2.9620189999999997,train,7
quiza,ESP,4.994872,train,5
delegado,ESP,4.2294410000000005,train,8
ate,ESP,2.958928,train,3
mular,ESP,2.494042,train,5
cercania,ESP,3.929408,train,8
almendro,ESP,3.137082,train,8
peinado,ESP,3.521646,train,7
hipoteca,ESP,3.3206559999999996,train,8
monologo,ESP,3.454274,train,8
mingo,ESP,3.180156,train,5
rob,ESP,4.003692,train,3
lesion,ESP,4.290138,train,6
moruno,ESP,2.420255,train,6
acepto,ESP,3.691322,train,6
declarante,ESP,2.537076,train,10
predecible,ESP,3.093833,train,10
argumento,ESP,4.6627410000000005,train,9
antro,ESP,2.991777,train,5
bielorruso,ESP,3.247369,train,10
retrograda,ESP,2.790524,train,10
sujecion,ESP,3.480253,train,8
cuerpo,ESP,5.387936,train,6
enlazar,ESP,3.445257,train,7
cursi,ESP,2.958928,train,5
suegra,ESP,3.359343,train,6
centavo,ESP,3.12772,train,7
papelon,ESP,2.579956,train,7
competente,ESP,4.063951,train,10
fundador,ESP,4.540951000000001,train,8
concavidad,ESP,2.856163,train,10
infinitivo,ESP,3.00453,train,10
lusitano,ESP,2.744766,train,8
esmeralda,ESP,3.793939,train,9
soso,ESP,2.844209,train,4
burlador,ESP,2.7370799999999997,train,8
piar,ESP,2.799572,train,4
veridico,ESP,2.827741,train,8
sanitario,ESP,4.044651999999999,train,9
numero,ESP,5.533596,train,6
horroroso,ESP,3.166909,train,9
minado,ESP,3.096101,train,6
equiparar,ESP,3.267645,train,9
enterrador,ESP,2.747298,train,10
vellocino,ESP,2.833989,train,9
sanudo,ESP,2.6516490000000004,train,6
bovino,ESP,3.569056,train,6
horca,ESP,3.511336,train,5
genio,ESP,4.3870629999999995,train,5
canto,ESP,4.5433,train,5
pocilga,ESP,2.6051919999999997,train,7
cope,ESP,3.6290410000000004,train,4
tebana,ESP,2.654785,train,6
cavar,ESP,3.73083,train,5
concierto,ESP,4.639101999999999,train,9
invierno,ESP,4.676747,train,8
allanar,ESP,3.1688259999999997,train,7
forte,ESP,2.997492,train,5
asegurador,ESP,3.1716860000000002,train,10
pestillo,ESP,2.648491,train,8
ruca,ESP,2.386831,train,4
fara,ESP,2.4894939999999997,train,4
gravedad,ESP,4.433769,train,8
alucinado,ESP,2.7621900000000004,train,9
pletora,ESP,2.739657,train,7
escorzo,ESP,2.398261,train,7
hipotermia,ESP,2.759743,train,10
zumbar,ESP,2.601675,train,6
fornido,ESP,3.064439,train,7
alfalfa,ESP,3.46116,train,7
fenicio,ESP,3.069277,train,7
manido,ESP,2.4093970000000002,train,6
escapado,ESP,3.756047,train,8
enana,ESP,3.314544,train,5
album,ESP,5.11686,train,5
mielina,ESP,2.425585,train,7
desconocer,ESP,3.5574839999999996,train,10
pasmoso,ESP,2.381001,train,7
tablado,ESP,2.897376,train,7
burgues,ESP,3.716974,train,7
invernada,ESP,2.713167,train,9
carrera,ESP,5.203196,train,7
nocturno,ESP,3.9783410000000003,train,8
chusco,ESP,2.484897,train,6
descredito,ESP,3.3097300000000005,train,10
inmolacion,ESP,2.59813,train,10
respirador,ESP,2.4894939999999997,train,10
susodicho,ESP,3.110561,train,9
semiotica,ESP,3.138111,train,9
bide,ESP,3.48351,train,4
collera,ESP,2.480253,train,7
liberta,ESP,2.43605,train,7
entretener,ESP,3.296387,train,10
carcel,ESP,4.658983,train,6
calorico,ESP,2.987441,train,8
nacion,ESP,4.86095,train,6
idealizar,ESP,2.480253,train,9
asociacion,ESP,5.045974,train,10
interesado,ESP,4.166043,train,10
clase,ESP,5.108389,train,5
vaginitis,ESP,2.446268,train,9
envolver,ESP,3.174528,train,8
perfilado,ESP,2.799572,train,9
jabon,ESP,3.594556,train,5
escondrijo,ESP,3.034214,train,10
crio,ESP,2.8697049999999997,train,4
prisionera,ESP,3.3226739999999997,train,10
borona,ESP,2.4093970000000002,train,6
suscitar,ESP,3.4552650000000003,train,8
trauma,ESP,3.530471,train,6
laicismo,ESP,3.031598,train,8
planto,ESP,2.528804,train,6
mito,ESP,4.2421489999999995,train,4
maquina,ESP,4.57899,train,7
veintiuno,ESP,3.0752509999999997,train,9
aguardo,ESP,2.890168,train,7
ricohombre,ESP,2.764623,train,10
rectoria,ESP,2.958928,train,8
europeista,ESP,3.007315,train,10
galeno,ESP,3.130864,train,6
luterano,ESP,2.875382,train,8
hermandad,ESP,4.161592,train,9
perrillo,ESP,2.41486,train,8
semejante,ESP,4.7355,train,9
aloja,ESP,3.4339760000000004,train,5
prenez,ESP,2.4660130000000002,train,6
sollozo,ESP,3.030284,train,7
suave,ESP,4.396792,train,5
inflacion,ESP,4.307024,train,9
riberena,ESP,2.60868,train,8
pegadizo,ESP,2.381001,train,8
calmado,ESP,3.2184880000000002,train,7
juro,ESP,3.850227,train,4
lote,ESP,3.5792129999999998,train,4
ordenado,ESP,4.1511569999999995,train,8
hecatombe,ESP,2.808435,train,9
atraque,ESP,2.8502259999999997,train,7
asalariado,ESP,3.3226739999999997,train,10
ley,ESP,5.5002,train,3
refrendo,ESP,2.667106,train,8
universal,ESP,4.796562000000001,train,9
desglosar,ESP,2.381001,train,9
equitativo,ESP,3.512638,train,10
hampa,ESP,3.034214,train,5
secador,ESP,2.572468,train,7
montana,ESP,4.624811,train,7
estimacion,ESP,4.023921,train,10
regato,ESP,2.797327,train,6
pardo,ESP,4.097682,train,5
pristino,ESP,2.386831,train,8
provecho,ESP,4.180994,train,8
toa,ESP,3.4132279999999997,train,3
luminaria,ESP,2.4308490000000003,train,9
segmentado,ESP,2.524608,train,10
ciclomotor,ESP,2.4308490000000003,train,10
piramide,ESP,3.886518,train,8
arduamente,ESP,2.827741,train,10
manzanera,ESP,2.375093,train,9
tomo,ESP,4.363151,train,4
pintor,ESP,4.5818449999999995,train,6
sinfonico,ESP,3.373305,train,9
debatir,ESP,4.206901,train,7
rosillo,ESP,2.560988,train,7
atencion,ESP,5.2385459999999995,train,8
alentado,ESP,3.272946,train,8
iride,ESP,2.484897,train,5
curricular,ESP,2.938281,train,10
tornado,ESP,3.566383,train,7
druso,ESP,2.951103,train,5
invitada,ESP,3.6799730000000004,train,8
evitar,ESP,5.131552,train,6
voragine,ESP,2.977153,train,8
siquico,ESP,2.461161,train,7
vistoso,ESP,3.36119,train,7
causante,ESP,3.625379,train,8
resultado,ESP,5.247896,train,9
chacha,ESP,2.532959,train,6
desastroso,ESP,3.366076,train,10
expatriado,ESP,2.4755580000000004,train,10
aspirante,ESP,3.9048190000000003,train,9
sotavento,ESP,3.0728720000000003,train,9
llamar,ESP,4.752694,train,6
festival,ESP,4.824730000000001,train,8
ganadero,ESP,3.5869519999999997,train,8
separata,ESP,2.41486,train,8
despertar,ESP,4.278777,train,9
ojen,ESP,2.507405,train,4
prostituta,ESP,3.5451940000000004,train,10
irritacion,ESP,3.605892,train,10
inmutable,ESP,3.4191809999999996,train,9
lora,ESP,3.167868,train,4
panza,ESP,3.778942,train,5
alicuota,ESP,2.564848,train,8
cepo,ESP,2.931726,train,4
rebasar,ESP,3.133984,train,7
eficaz,ESP,4.677874,train,6
sucumbir,ESP,3.258404,train,8
casado,ESP,4.384567,train,6
antagonico,ESP,2.648491,train,10
haza,ESP,3.3013510000000004,train,4
fluir,ESP,3.429276,train,5
hombria,ESP,2.767042,train,7
onanismo,ESP,2.4093970000000002,train,8
normanda,ESP,3.04197,train,8
bimotor,ESP,2.778942,train,7
desnudez,ESP,3.421326,train,8
descriptor,ESP,2.572468,train,10
calandria,ESP,3.176412,train,9
delantal,ESP,3.2505509999999997,train,8
panel,ESP,3.832747,train,5
soriana,ESP,2.7928029999999997,train,7
templario,ESP,2.742219,train,9
vengativo,ESP,2.991777,train,9
holgado,ESP,2.906222,train,7
inerme,ESP,2.867796,train,6
mazamorra,ESP,2.654785,train,9
cedron,ESP,2.6516490000000004,train,6
reyerta,ESP,2.946339,train,7
