data,label,split,freq,len
proporcion,ESP,train,4.405365,10
ovino,ESP,train,3.4492879999999997,5
excedencia,ESP,train,2.860075,10
original,ESP,train,5.026716,8
apostolado,ESP,train,3.093833,10
desespero,ESP,train,2.742219,9
misal,ESP,train,3.096101,5
gil,ESP,train,4.488258,3
encantador,ESP,train,3.554739,10
mastin,ESP,train,2.867796,6
argumentar,ESP,train,3.376874,10
terracota,ESP,train,2.91317,9
rocha,ESP,train,3.5358449999999997,5
honesto,ESP,train,3.674036,7
empatar,ESP,train,3.451289,7
insolito,ESP,train,3.574728,8
quimera,ESP,train,3.432415,7
ahogado,ESP,train,3.602381,7
interina,ESP,train,3.20019,8
adverso,ESP,train,3.295674,7
dengue,ESP,train,2.804026,6
aplacar,ESP,train,3.2089990000000004,7
parricida,ESP,train,2.854193,9
platonismo,ESP,train,2.739657,10
refranero,ESP,train,2.498542,9
ideario,ESP,train,3.339139,7
armonizar,ESP,train,3.7730330000000003,9
ejercitar,ESP,train,3.479318,9
aculla,ESP,train,2.9620189999999997,6
oposicion,ESP,train,4.940585,9
presuncion,ESP,train,3.765835,10
investigar,ESP,train,4.267493,10
contestar,ESP,train,4.095762000000001,9
gigolo,ESP,train,3.096101,6
cierta,ESP,train,4.968408999999999,6
reclutar,ESP,train,3.398261,8
cali,ESP,train,3.891257,4
singladura,ESP,train,2.375093,10
oscurecer,ESP,train,3.176412,9
moreno,ESP,train,4.429276,6
derramar,ESP,train,3.444751,8
pelele,ESP,train,2.615573,6
pelotari,ESP,train,2.528804,8
gamonal,ESP,train,2.844209,7
conservar,ESP,train,4.386716000000001,9
espaciado,ESP,train,2.6051919999999997,9
proclamar,ESP,train,3.702382,9
ingenieria,ESP,train,4.552569999999999,10
boga,ESP,train,3.3246830000000003,4
predominar,ESP,train,2.808435,10
efe,ESP,train,5.724716,3
yunta,ESP,train,2.858123,5
juntamente,ESP,train,3.6713370000000003,10
propio,ESP,train,5.341254,6
ligar,ESP,train,3.207252,5
tragar,ESP,train,3.439653,6
filamento,ESP,train,2.95425,9
nulidad,ESP,train,3.759007,7
salmeron,ESP,train,3.0223150000000003,8
bereber,ESP,train,3.137082,7
oseo,ESP,train,3.034214,4
rendido,ESP,train,3.578096,7
difunta,ESP,train,3.314544,7
incisivo,ESP,train,2.95425,8
tumbar,ESP,train,2.7765880000000003,6
cuchara,ESP,train,3.570955,7
canadiense,ESP,train,4.2123870000000005,10
favorito,ESP,train,4.162466,8
frica,ESP,train,4.263895,5
belen,ESP,train,4.027908999999999,5
acantilado,ESP,train,3.472716,10
biblioteca,ESP,train,4.666377,10
bisabuelo,ESP,train,3.139136,9
examinador,ESP,train,2.657898,10
llamada,ESP,train,5.082616000000001,7
escrutar,ESP,train,2.524608,8
veneno,ESP,train,4.010356,6
guerrero,ESP,train,4.475322,8
diferendo,ESP,train,2.590951,9
latifundio,ESP,train,2.951103,10
impulsar,ESP,train,4.2530790000000005,8
rabillo,ESP,train,2.844209,7
adictivo,ESP,train,2.451289,8
retocado,ESP,train,2.498542,8
anecdota,ESP,train,3.7226230000000005,8
oxido,ESP,train,3.6779040000000003,5
tempestad,ESP,train,3.906397,9
taoismo,ESP,train,2.890168,7
andar,ESP,train,4.409287,5
carpe,ESP,train,2.549197,5
plegar,ESP,train,2.718596,6
pasarela,ESP,train,3.558265,8
molestia,ESP,train,3.680562,8
asilado,ESP,train,2.579956,7
aplomo,ESP,train,3.237682,6
sistemico,ESP,train,2.739657,9
blanqueo,ESP,train,3.676717,8
elucidar,ESP,train,2.528804,8
ajenjo,ESP,train,2.6516490000000004,6
ponencia,ESP,train,3.770886,8
carroceria,ESP,train,3.403308,10
tralla,ESP,train,2.4308490000000003,6
rellena,ESP,train,3.264586,7
asonada,ESP,train,2.825637,7
ducha,ESP,train,3.4093970000000002,5
desvelo,ESP,train,2.914891,7
tampoco,ESP,train,5.144804,7
mentado,ESP,train,2.690747,7
collar,ESP,train,3.728991,6
sonoliento,ESP,train,2.764623,10
probacion,ESP,train,2.806236,9
dificultad,ESP,train,4.5807720000000005,10
primor,ESP,train,2.949521,6
rotura,ESP,train,3.841575,6
jaen,ESP,train,4.13975,4
catalina,ESP,train,4.384684,8
bahia,ESP,train,4.377466,5
lid,ESP,train,2.975663,3
barrero,ESP,train,3.024988,7
mole,ESP,train,3.723958,4
buril,ESP,train,2.66099,5
bandera,ESP,train,4.682061,7
acotar,ESP,train,2.882838,6
orina,ESP,train,3.6646699999999996,5
nihilismo,ESP,train,3.1181520000000003,9
glicina,ESP,train,2.507405,7
modelador,ESP,train,3.1992990000000003,9
barbuda,ESP,train,3.076436,7
terrenal,ESP,train,3.502996,8
borneo,ESP,train,3.119225,6
tenedor,ESP,train,3.279668,7
rociar,ESP,train,2.553163,6
apostolico,ESP,train,3.5152309999999996,10
juro,ESP,train,3.850227,4
bomba,ESP,train,4.469282,5
inaugural,ESP,train,3.7048949999999996,9
enceguecer,ESP,train,2.702102,10
tablero,ESP,train,3.885968,7
tanda,ESP,train,3.393155,5
azada,ESP,train,2.844209,5
desvalido,ESP,train,2.8462240000000003,9
cargado,ESP,train,4.076791,7
persiana,ESP,train,2.9558150000000003,8
rosita,ESP,train,3.2913669999999997,6
pintada,ESP,train,3.7247559999999997,7
diente,ESP,train,3.7523190000000004,6
venida,ESP,train,3.8073370000000004,6
aqui,ESP,train,5.5873349999999995,4
lampino,ESP,train,2.43605,7
envio,ESP,train,4.105167,5
varicela,ESP,train,2.537076,8
campeon,ESP,train,4.74535,7
cosmogonia,ESP,train,2.84015,10
santificar,ESP,train,2.6051919999999997,10
motor,ESP,train,4.692842,5
soma,ESP,train,3.0368150000000003,4
nombrar,ESP,train,4.106273000000001,7
cenar,ESP,train,3.8629860000000003,5
gauss,ESP,train,3.139136,5
permuta,ESP,train,2.875382,7
giratoria,ESP,train,2.926744,9
clonacion,ESP,train,3.7316160000000003,9
sentido,ESP,train,5.418014,7
proximal,ESP,train,2.657898,8
higo,ESP,train,2.817122,4
estandarte,ESP,train,3.601322,10
alicante,ESP,train,4.425530999999999,8
olla,ESP,train,3.6787919999999996,4
lejos,ESP,train,5.0282919999999995,5
hegemonia,ESP,train,3.829207,9
menique,ESP,train,2.998909,7
conejera,ESP,train,3.488578,8
corzo,ESP,train,3.111653,5
anatema,ESP,train,3.055838,7
coco,ESP,train,3.796877,4
torrido,ESP,train,2.528804,7
alveolar,ESP,train,2.7370799999999997,8
dispersion,ESP,train,3.8591,10
invento,ESP,train,3.6938989999999996,7
travieso,ESP,train,3.448786,8
egreso,ESP,train,2.5117700000000003,6
servir,ESP,train,4.6565,6
iluminar,ESP,train,3.372707,8
bajeza,ESP,train,3.0728720000000003,6
segun,ESP,train,5.787116,5
trocha,ESP,train,2.928411,6
colerico,ESP,train,2.904467,8
boletin,ESP,train,4.00662,7
derrotero,ESP,train,2.882838,9
tanto,ESP,train,5.883818,5
benefactor,ESP,train,3.457239,10
semejanza,ESP,train,4.013376999999999,9
cercar,ESP,train,2.7928029999999997,6
grado,ESP,train,4.971449,5
sorteo,ESP,train,3.7191349999999996,6
renglon,ESP,train,3.3027589999999996,7
supresion,ESP,train,4.138726,9
lenceria,ESP,train,2.900936,8
tiple,ESP,train,2.754808,5
cien,ESP,train,4.649978,4
listo,ESP,train,4.105942,5
descuidado,ESP,train,3.4949449999999995,10
radicar,ESP,train,2.928411,7
pianista,ESP,train,4.018681,8
hierba,ESP,train,4.175754,6
astrolabio,ESP,train,2.549197,10
siglo,ESP,train,5.584773,5
elogiar,ESP,train,3.435014,7
formalidad,ESP,train,3.435014,10
gigante,ESP,train,4.3626,7
lazaro,ESP,train,4.026185,6
defendible,ESP,train,2.902705,10
urticaria,ESP,train,2.425585,9
porfiado,ESP,train,2.568674,8
coqueta,ESP,train,3.3512480000000004,7
paramento,ESP,train,2.572468,9
vitamina,ESP,train,3.620335,8
banquero,ESP,train,3.736821,8
hilera,ESP,train,3.462135,6
perrera,ESP,train,2.684957,7
grandeza,ESP,train,4.165079,8
purga,ESP,train,3.2913669999999997,5
latigazo,ESP,train,2.827741,8
vid,ESP,train,3.651649,3
chupar,ESP,train,3.576976,6
curar,ESP,train,3.958928,5
tematico,ESP,train,3.510901,8
proyecto,ESP,train,5.345529,8
alucinado,ESP,train,2.7621900000000004,9
ceuti,ESP,train,2.886518,5
inmersion,ESP,train,3.4250540000000003,9
orinar,ESP,train,2.977153,6
frialdad,ESP,train,3.6852480000000005,8
servia,ESP,train,2.721285,6
pedestre,ESP,train,2.6731380000000002,8
empeine,ESP,train,2.6516490000000004,7
sandez,ESP,train,2.381001,6
vascuence,ESP,train,2.827741,9
cuartero,ESP,train,2.43605,8
emirato,ESP,train,3.125612,7
nodulo,ESP,train,2.739657,6
faria,ESP,train,2.943134,5
maquinista,ESP,train,3.355003,10
canilla,ESP,train,2.524608,7
abrasador,ESP,train,2.806236,9
invalida,ESP,train,2.704895,8
soltar,ESP,train,3.699854,6
mariposa,ESP,train,4.092809,8
cubierto,ESP,train,4.363518,8
desmoronar,ESP,train,2.375093,10
misil,ESP,train,3.7040589999999995,5
vencedora,ESP,train,3.204617,9
brio,ESP,train,3.3027589999999996,4
plegaria,ESP,train,3.415403,8
emprender,ESP,train,4.231184,9
zampona,ESP,train,2.638874,7
narradora,ESP,train,2.984526,9
suiza,ESP,train,4.639587000000001,5
deambular,ESP,train,2.906222,9
sino,ESP,train,5.760263,4
huida,ESP,train,3.988022,5
catastral,ESP,train,3.356247,9
liturgia,ESP,train,3.5806980000000004,8
replica,ESP,train,3.8918,7
enterar,ESP,train,3.347461,7
bestial,ESP,train,3.078796,7
orgullosa,ESP,train,3.771125,9
soberana,ESP,train,3.718056,8
alusion,ESP,train,4.176036,7
undecimo,ESP,train,3.359343,8
pandilla,ESP,train,3.552768,8
veredicto,ESP,train,3.652592,9
haya,ESP,train,5.317461,4
fetal,ESP,train,2.994644,5
horario,ESP,train,4.161786,7
disparar,ESP,train,4.013376999999999,8
zurdo,ESP,train,3.408847,5
arda,ESP,train,3.0752509999999997,4
neoclasica,ESP,train,3.247369,10
cimentado,ESP,train,2.583652,9
concepcion,ESP,train,4.696405,10
paraguay,ESP,train,4.4186440000000005,8
incumplido,ESP,train,3.2133380000000002,10
laminado,ESP,train,2.928411,8
facto,ESP,train,3.871226,5
maqueta,ESP,train,3.57209,7
entrecejo,ESP,train,3.12243,9
lantano,ESP,train,2.537076,7
propiedad,ESP,train,4.951986,9
estudioso,ESP,train,3.5160910000000003,9
anfitriona,ESP,train,3.1716860000000002,10
tabacalera,ESP,train,2.983062,10
cofia,ESP,train,2.858123,5
molecula,ESP,train,3.7643800000000005,8
modista,ESP,train,3.0457959999999997,7
salvador,ESP,train,4.695837,8
dactilar,ESP,train,2.4660130000000002,8
subgenero,ESP,train,3.3352440000000003,9
proteico,ESP,train,2.757283,8
propulsion,ESP,train,3.512204,10
ayuso,ESP,train,3.233581,5
regadio,ESP,train,3.6787919999999996,7
montaraz,ESP,train,2.629041,8
pagado,ESP,train,4.049715,6
radiante,ESP,train,3.6995730000000004,8
ayatola,ESP,train,2.978638,7
fluminense,ESP,train,2.91831,10
neo,ESP,train,3.730568,3
uncion,ESP,train,3.038109,6
baritono,ESP,train,3.3518760000000003,8
apestoso,ESP,train,2.4093970000000002,8
xilografia,ESP,train,2.375093,10
caber,ESP,train,3.153244,5
respetable,ESP,train,3.7943919999999998,10
tecnicismo,ESP,train,2.507405,10
redil,ESP,train,2.75232,5
manton,ESP,train,2.817122,6
pueril,ESP,train,3.1984060000000003,6
amerindio,ESP,train,2.91831,9
filosofar,ESP,train,3.015561,9
gustoso,ESP,train,3.159153,7
ameba,ESP,train,2.4308490000000003,5
reten,ESP,train,3.233581,5
volatil,ESP,train,3.2184880000000002,7
retrograda,ESP,train,2.790524,10
caradura,ESP,train,2.451289,8
despliegue,ESP,train,4.025786,10
aspiradora,ESP,train,2.4093970000000002,10
conjurado,ESP,train,2.764623,9
averno,ESP,train,2.667106,6
derechito,ESP,train,2.4308490000000003,9
amasar,ESP,train,2.833989,6
vacio,ESP,train,4.556426999999999,5
cuello,ESP,train,4.5582650000000005,6
hospederia,ESP,train,2.7621900000000004,10
aislar,ESP,train,3.6352949999999997,6
ceguera,ESP,train,3.581808,7
cohesion,ESP,train,4.498183999999999,8
adobe,ESP,train,3.637577,5
educar,ESP,train,3.674036,6
infiltrado,ESP,train,3.1202959999999997,10
hipotesis,ESP,train,4.512291,9
sovietica,ESP,train,4.494358,9
celebridad,ESP,train,3.3827589999999996,10
dragon,ESP,train,4.170068,6
nopal,ESP,train,2.900936,5
impunidad,ESP,train,3.893246,9
aireacion,ESP,train,2.381001,9
inquisidor,ESP,train,3.658518,10
toledano,ESP,train,3.1512569999999998,8
examinando,ESP,train,3.7158900000000004,10
odontologo,ESP,train,2.498542,10
genio,ESP,train,4.3870629999999995,5
mental,ESP,train,4.559784,6
cuitado,ESP,train,2.403865,7
idiota,ESP,train,3.70767,6
extremidad,ESP,train,3.3352440000000003,10
maguey,ESP,train,2.963556,6
tacto,ESP,train,3.742985,5
afeitar,ESP,train,3.1782880000000002,7
britanico,ESP,train,4.891348000000001,9
certeza,ESP,train,4.203647,7
desposado,ESP,train,2.568674,9
simbolista,ESP,train,2.788232,10
baya,ESP,train,3.111653,4
deceso,ESP,train,3.005925,6
intentona,ESP,train,3.085801,9
mestizaje,ESP,train,3.448786,9
mirador,ESP,train,3.66741,7
nazismo,ESP,train,3.6737370000000005,7
agricultor,ESP,train,3.669831,10
paliar,ESP,train,3.7442580000000003,6
alon,ESP,train,2.710427,4
racion,ESP,train,3.6924690000000004,6
orquestra,ESP,train,2.420255,9
vocalista,ESP,train,4.1197610000000005,9
separador,ESP,train,2.7621900000000004,9
heno,ESP,train,3.32133,4
felonia,ESP,train,2.545193,7
alertado,ESP,train,3.0811439999999997,8
fraterno,ESP,train,2.576228,8
lapida,ESP,train,3.382174,6
plataforma,ESP,train,4.437392,10
liana,ESP,train,2.572468,5
doscientos,ESP,train,3.8417779999999997,10
entrenador,ESP,train,4.660311,10
cantabra,ESP,train,3.125612,8
vela,ESP,train,4.296601,4
acuse,ESP,train,3.0329080000000004,5
alarde,ESP,train,3.457239,6
rapidez,ESP,train,4.41524,7
lindero,ESP,train,2.757283,7
dicha,ESP,train,5.059373,5
pordiosero,ESP,train,2.572468,10
alejar,ESP,train,3.718596,6
sulfuroso,ESP,train,2.502996,9
probatorio,ESP,train,2.8991599999999997,10
duquesa,ESP,train,3.9962120000000003,7
bordillo,ESP,train,2.524608,8
citar,ESP,train,4.2184029999999995,5
retreta,ESP,train,2.398261,7
satanas,ESP,train,3.571712,7
ilicito,ESP,train,3.4797860000000003,7
cardal,ESP,train,2.778942,6
polo,ESP,train,4.211868,4
bebedero,ESP,train,2.392584,8
estamena,ESP,train,2.470812,8
tibieza,ESP,train,3.229441,7
silice,ESP,train,2.965088,6
cagar,ESP,train,2.61214,5
diverso,ESP,train,3.6538470000000003,7
cardiaca,ESP,train,3.234404,8
biplaza,ESP,train,3.000321,7
mentalidad,ESP,train,3.933867,10
huido,ESP,train,3.697312,5
garabato,ESP,train,2.60868,8
teodicea,ESP,train,2.494042,8
refectorio,ESP,train,2.965088,10
dormir,ESP,train,4.440678,6
estasis,ESP,train,2.4660130000000002,7
mogol,ESP,train,2.957375,5
fisiologia,ESP,train,3.672239,10
envidioso,ESP,train,3.1726360000000002,9
polinesia,ESP,train,3.405532,9
asalariado,ESP,train,3.3226739999999997,10
deudo,ESP,train,2.928411,5
vasto,ESP,train,3.896124,5
fatalista,ESP,train,2.718596,9
estopa,ESP,train,3.010081,6
nautico,ESP,train,3.2124740000000003,7
meda,ESP,train,3.4684190000000004,4
riada,ESP,train,3.166909,5
ducal,ESP,train,3.2505509999999997,5
roa,ESP,train,3.5203699999999998,3
misterioso,ESP,train,4.079737000000001,10
fieramente,ESP,train,2.739657,10
estafador,ESP,train,2.890168,9
portillo,ESP,train,3.8121480000000005,8
impulsivo,ESP,train,2.949521,9
genoma,ESP,train,3.727936,6
reforzador,ESP,train,2.502996,10
falsedad,ESP,train,3.747551,8
ojival,ESP,train,2.801805,6
hilarante,ESP,train,2.59813,9
helicon,ESP,train,2.441189,7
indigo,ESP,train,3.054595,6
rectilineo,ESP,train,2.6878610000000003,10
adan,ESP,train,4.0433769999999996,4
alcahueta,ESP,train,2.583652,9
casco,ESP,train,4.357673999999999,5
yerro,ESP,train,3.167868,5
arrestado,ESP,train,3.874253,9
eclipse,ESP,train,3.686992,7
preparador,ESP,train,3.4532809999999996,10
comodidad,ESP,train,3.8484300000000005,9
azucar,ESP,train,4.4355839999999995,6
ratificar,ESP,train,3.7247559999999997,9
duraznero,ESP,train,2.7370799999999997,9
escucho,ESP,train,3.571712,7
tartara,ESP,train,2.4093970000000002,7
minon,ESP,train,2.579956,5
intrusismo,ESP,train,2.425585,10
desmonte,ESP,train,2.702102,8
trasplante,ESP,train,3.548798,10
nominativo,ESP,train,2.804026,10
humedad,ESP,train,4.143721,7
contienda,ESP,train,3.905871,9
ingente,ESP,train,3.360575,7
pilotaje,ESP,train,2.84823,8
instigar,ESP,train,2.625714,8
madrugador,ESP,train,2.507405,10
pozo,ESP,train,4.230355,4
cognicion,ESP,train,3.064439,9
repetir,ESP,train,4.33026,7
red,ESP,train,5.094458,3
demarcar,ESP,train,2.386831,8
politizar,ESP,train,2.502996,9
muesca,ESP,train,2.638874,6
unicameral,ESP,train,3.023654,10
agachar,ESP,train,2.441189,7
endodermo,ESP,train,2.41486,9
extranjera,ESP,train,4.237273,10
novato,ESP,train,3.491774,6
calar,ESP,train,2.880986,5
variar,ESP,train,3.927911,6
podar,ESP,train,2.484897,5
cartografo,ESP,train,3.0141970000000002,10
devaluar,ESP,train,2.590951,8
franquear,ESP,train,3.1782880000000002,9
clan,ESP,train,4.158076,4
morral,ESP,train,2.8128,6
agrimensor,ESP,train,3.0483290000000003,10
abrigar,ESP,train,3.0406869999999997,7
abaratar,ESP,train,2.990337,8
graderio,ESP,train,2.59813,8
cadencia,ESP,train,3.300645,8
sepulcro,ESP,train,3.942651,8
ganglio,ESP,train,2.781283,7
disuelto,ESP,train,3.618301,8
provenir,ESP,train,3.510465,8
fisiologo,ESP,train,2.983062,9
delatar,ESP,train,2.788232,7
sonrojo,ESP,train,2.6189810000000002,7
chopera,ESP,train,2.5117700000000003,7
mayorazgo,ESP,train,3.274449,9
germinal,ESP,train,3.078796,8
horror,ESP,train,4.283358,6
lira,ESP,train,3.677311,4
marcador,ESP,train,4.092125,8
callosa,ESP,train,2.8716060000000003,7
todavia,ESP,train,5.373973,7
salami,ESP,train,2.557093,6
neogeno,ESP,train,2.398261,7
caribe,ESP,train,4.379532,6
lentisco,ESP,train,2.7158900000000004,8
persuasivo,ESP,train,2.7621900000000004,10
demasia,ESP,train,3.1482580000000002,7
desgracia,ESP,train,4.616974,9
parche,ESP,train,3.322003,6
fichero,ESP,train,3.599197,7
recubrir,ESP,train,2.545193,8
cabizbajo,ESP,train,2.911444,9
puntapie,ESP,train,3.0394,8
abadia,ESP,train,3.8887120000000004,6
anunciador,ESP,train,2.729254,10
masculino,ESP,train,4.254731,9
emulsion,ESP,train,2.84823,8
filatelico,ESP,train,2.532959,10
manto,ESP,train,4.036684999999999,5
expiatorio,ESP,train,3.136052,10
coartar,ESP,train,2.549197,7
open,ESP,train,4.008285,4
aliento,ESP,train,4.1939150000000005,7
loza,ESP,train,3.1620779999999997,4
alergia,ESP,train,3.074063,7
copta,ESP,train,2.801805,5
onubense,ESP,train,2.95425,8
eclipsar,ESP,train,2.6516490000000004,8
cierzo,ESP,train,2.7370799999999997,6
correcto,ESP,train,4.403531,8
alea,ESP,train,2.615573,4
especial,ESP,train,5.282858,8
tajada,ESP,train,3.136052,6
japones,ESP,train,4.486742,7
respaldar,ESP,train,3.850824,9
cavada,ESP,train,2.890168,6
chamizo,ESP,train,2.84823,7
montes,ESP,train,3.69447,6
maternal,ESP,train,3.392584,8
ofendido,ESP,train,3.631356,8
severidad,ESP,train,3.722089,9
envigado,ESP,train,2.930071,8
bonaerense,ESP,train,3.451289,10
blindado,ESP,train,3.4645629999999996,8
obolo,ESP,train,3.058313,5
resena,ESP,train,3.676717,6
expediente,ESP,train,4.355377,10
mulata,ESP,train,3.066865,6
gastrico,ESP,train,2.7621900000000004,8
ovetense,ESP,train,2.799572,8
lancha,ESP,train,3.573976,6
caldo,ESP,train,3.7334449999999997,5
aorta,ESP,train,2.907969,5
cayo,ESP,train,3.781283,4
nimbo,ESP,train,2.470812,5
cancion,ESP,train,5.023212,7
balbucear,ESP,train,2.545193,9
cojera,ESP,train,2.690747,6
estulticia,ESP,train,2.403865,10
estuco,ESP,train,2.974168,6
cuchillada,ESP,train,2.790524,10
unicelular,ESP,train,2.498542,10
monolitico,ESP,train,2.6516490000000004,10
aguantar,ESP,train,3.754808,8
ceramica,ESP,train,4.168922,8
astronauta,ESP,train,3.402191,10
mazorca,ESP,train,2.911444,7
didactico,ESP,train,3.386252,9
leucemia,ESP,train,3.2497580000000004,8
magnate,ESP,train,3.505206,7
desilusion,ESP,train,3.406086,10
dueno,ESP,train,4.554897,5
granadero,ESP,train,2.537076,9
pedanteria,ESP,train,2.704895,10
bejarano,ESP,train,2.963556,8
odeon,ESP,train,2.833989,5
patron,ESP,train,4.487524,6
comilon,ESP,train,2.7859279999999997,7
triangular,ESP,train,3.617961,10
cuerdo,ESP,train,3.403308,6
especie,ESP,train,5.0687120000000006,7
viuda,ESP,train,4.320454,5
permisivo,ESP,train,2.392584,9
despejo,ESP,train,2.541153,7
navarro,ESP,train,4.327746,7
avestruz,ESP,train,4.070119,8
tonante,ESP,train,2.494042,7
garrafal,ESP,train,2.392584,8
marsellesa,ESP,train,2.764623,10
claustro,ESP,train,3.852413,8
opresor,ESP,train,2.960476,7
sinrazon,ESP,train,3.001729,8
sugerencia,ESP,train,3.7973269999999997,10
danoso,ESP,train,2.62236,6
cartel,ESP,train,4.107487,6
denigrante,ESP,train,2.5873169999999996,10
tapizado,ESP,train,2.767042,8
equino,ESP,train,2.921703,6
inflamar,ESP,train,2.553163,8
disipar,ESP,train,3.5321309999999997,7
umbria,ESP,train,3.182016,6
acetato,ESP,train,2.890168,7
imprenta,ESP,train,4.186630999999999,8
reclamante,ESP,train,2.498542,10
superiora,ESP,train,2.99607,9
comadrona,ESP,train,2.664059,9
verticilo,ESP,train,2.4660130000000002,9
suspension,ESP,train,4.425478,10
hernia,ESP,train,2.895586,6
aposento,ESP,train,3.805133,8
becario,ESP,train,2.886518,7
priorato,ESP,train,3.272193,8
acelerador,ESP,train,3.268406,10
xilofono,ESP,train,2.470812,8
subasta,ESP,train,3.8561620000000003,7
liron,ESP,train,2.739657,5
minero,ESP,train,3.7641379999999995,6
perrito,ESP,train,3.143214,7
percal,ESP,train,2.8128,6
herradura,ESP,train,3.462622,9
manzanillo,ESP,train,3.078796,10
presuroso,ESP,train,2.8716060000000003,9
tinte,ESP,train,3.4406779999999997,5
sierra,ESP,train,4.825469,6
ombligo,ESP,train,3.439653,7
psiquico,ESP,train,3.60414,8
batacazo,ESP,train,2.60868,8
comadre,ESP,train,3.383343,7
guaco,ESP,train,2.667106,5
lacteo,ESP,train,2.921703,6
candente,ESP,train,3.256063,8
frente,ESP,train,5.504589,6
baile,ESP,train,4.443635,5
emboscada,ESP,train,3.5941959999999997,9
mercaderia,ESP,train,2.957375,10
ordago,ESP,train,2.5945549999999997,6
insalvable,ESP,train,3.00453,10
clavecin,ESP,train,2.729254,8
olvidadizo,ESP,train,2.4093970000000002,10
demacrado,ESP,train,2.690747,9
consejera,ESP,train,3.652278,9
repeticion,ESP,train,4.022851,10
alentadora,ESP,train,2.971163,10
ciegamente,ESP,train,3.259182,10
disecado,ESP,train,2.532959,8
salobre,ESP,train,2.897376,7
tejar,ESP,train,2.524608,5
patada,ESP,train,3.505206,6
molido,ESP,train,3.34364,6
plomo,ESP,train,4.094402,5
auditar,ESP,train,2.398261,7
cepeda,ESP,train,3.398825,6
anhelar,ESP,train,2.557093,7
restar,ESP,train,3.346191,6
panda,ESP,train,3.369705,5
auricula,ESP,train,2.446268,8
enana,ESP,train,3.314544,5
pontifical,ESP,train,2.494042,10
lupus,ESP,train,3.0457959999999997,5
comestible,ESP,train,3.268406,10
univoca,ESP,train,2.804026,7
cabezon,ESP,train,3.251343,7
liberar,ESP,train,4.1365680000000005,7
melodico,ESP,train,3.284092,8
molledo,ESP,train,2.386831,7
gelatina,ESP,train,3.165947,8
rodaja,ESP,train,2.494042,6
creso,ESP,train,2.731878,5
operar,ESP,train,4.03081,6
nono,ESP,train,2.968136,4
zambullida,ESP,train,2.386831,10
talego,ESP,train,2.502996,6
buena,ESP,train,5.303517,5
raptar,ESP,train,2.667106,6
neurotica,ESP,train,2.6701330000000003,9
simbolizar,ESP,train,3.078796,10
familiar,ESP,train,4.681885,8
patina,ESP,train,2.842184,6
avis,ESP,train,2.774221,4
aureo,ESP,train,2.980118,5
panoramico,ESP,train,2.975663,10
langa,ESP,train,2.480253,5
diplomado,ESP,train,3.186631,9
corralito,ESP,train,3.1050560000000003,9
insinuar,ESP,train,3.203735,8
miccion,ESP,train,2.441189,7
patrimonio,ESP,train,4.641331,10
acrobatico,ESP,train,2.484897,10
anotador,ESP,train,3.47603,8
equilatero,ESP,train,2.4755580000000004,10
traicionar,ESP,train,3.289921,10
sarta,ESP,train,2.771842,5
simulacro,ESP,train,3.190289,9
almohadon,ESP,train,2.731878,9
telegrama,ESP,train,3.575104,9
lugareno,ESP,train,2.625714,8
lluvioso,ESP,train,3.227773,8
capitana,ESP,train,3.2098709999999997,8
decimal,ESP,train,3.339785,7
reparo,ESP,train,3.6196580000000003,6
gleba,ESP,train,2.572468,5
leton,ESP,train,2.904467,5
sabina,ESP,train,3.6790870000000004,6
desoladora,ESP,train,2.654785,10
poderosa,ESP,train,4.3151589999999995,8
bordar,ESP,train,2.568674,6
nitido,ESP,train,3.0169200000000003,6
temperado,ESP,train,2.718596,9
feligresia,ESP,train,2.664059,10
mistico,ESP,train,3.807557,7
ansi,ESP,train,3.4442440000000003,4
duque,ESP,train,4.77479,5
nodriza,ESP,train,3.356868,7
patinar,ESP,train,2.625714,7
francisco,ESP,train,5.1800440000000005,9
legion,ESP,train,4.023119,6
sorber,ESP,train,2.520371,6
dehiscente,ESP,train,2.398261,10
acoger,ESP,train,3.9322209999999997,6
fatuidad,ESP,train,2.553163,8
foja,ESP,train,2.657898,4
china,ESP,train,5.063293,5
herrada,ESP,train,2.524608,7
repudio,ESP,train,3.252133,7
aupa,ESP,train,2.484897,4
parietal,ESP,train,2.888347,8
pensar,ESP,train,5.006231,6
caolin,ESP,train,2.583652,6
aspa,ESP,train,2.84823,4
torrecilla,ESP,train,3.121364,10
patriotico,ESP,train,3.511336,10
dentro,ESP,train,5.536256,6
zaida,ESP,train,2.498542,5
xenon,ESP,train,2.4093970000000002,5
silbato,ESP,train,2.949521,7
quito,ESP,train,4.205497,5
trapo,ESP,train,3.518664,5
emisora,ESP,train,4.097231,7
aparecer,ESP,train,4.453232,8
desplante,ESP,train,2.560988,9
carmin,ESP,train,3.020973,6
pinacoteca,ESP,train,3.14118,10
zamorano,ESP,train,3.182016,8
marbelli,ESP,train,2.5945549999999997,8
vertigo,ESP,train,3.621349,7
marquesina,ESP,train,2.66099,10
reducto,ESP,train,3.372707,7
centrar,ESP,train,3.8256370000000004,7
nadadora,ESP,train,2.960476,8
enganoso,ESP,train,3.201079,8
mas,ESP,train,5.157546,3
periodista,ESP,train,4.678881,10
futre,ESP,train,2.632344,5
vita,ESP,train,3.453778,4
diciembre,ESP,train,5.296715,9
ademan,ESP,train,3.73083,6
